Airbnb_ListingID,City,Neighbourhood,Lat,Lng,RoomType_Clean,RoomAndPropertyType,PersonCapacity,Bathrooms,Bedrooms,Beds,BasicNightPrice,StarRating,LocationRating,CleanlinessRating,ValueRating,AccuracyRating,CheckinRating,CommunicationRating,ReviewCount,AvailableMoreThan30Days,PriceCategory,RatingBand,PropertySize,AvailabilityStatus
1.43544E+18,Pimpri-Chinchwad,Unknown,18.6066,73.8024,Private Room,Private room in rental unit,1,1,1,1,1520,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.61069E+18,Pune,Unknown,18.57596791,73.91357559,Entire Home,Entire rental unit,3,1,1,1,2736,5,5,5,5,5,5,5,2,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.61149E+18,Pune,Unknown,18.58314,73.88703,Private Room,Private room in rental unit,1,1,1,1,1460,5,4.86,4.93,5,5,4.71,5,14,1,Budget,4.75-5.0,Small,Available >30 Days
23511900,Pune,Unknown,18.5538,73.9396,Private Room,Private room in serviced apartment,3,1,1,1,2136,4.26,4.38,3.9,4.1,4.12,4.51,4.62,69,1,Mid-Range,4.0-4.5,Medium,Available >30 Days
23884006,Pune,Unknown,18.57424,73.91226,Entire Home,Entire guest suite,2,1,1,1,2758,4.54,4.62,4.46,4.28,4.47,4.71,4.8,76,1,Mid-Range,4.5-4.75,Small,Available >30 Days
8.35247E+17,Pune,Blue Ridge Town,18.5776,73.7375,Entire Home,Entire rental unit,4,1,1,1,2923,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
8.37522E+17,Pune,Gahunje,18.66177,73.7094,Entire Home,Entire rental unit,2,1,1,1,2672,4,4.5,3.94,4,4.13,4.25,4.56,16,1,Mid-Range,3.0-4.0,Small,Available >30 Days
8.45239E+17,Pune,Unknown,18.53069,73.91385,Entire Home,Entire rental unit,2,1,1,1,1672,4.53,4.27,4.64,4.33,4.58,4.71,4.73,45,1,Budget,4.5-4.75,Small,Available >30 Days
8.54013E+17,Pune,Bhukum,18.4992,73.73424,Entire Home,Entire villa,14,5,4,4,30404,5,5,5,5,5,5,5,1,1,Luxury,4.75-5.0,Large,Available >30 Days
8.7287E+17,Pune,Unknown,18.54952,73.95015,Private Room,Private room in rental unit,1,1,1,1,3406,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.15089E+18,Pimpri-Chinchwad,Unknown,18.6073,73.7654,Entire Home,Entire apartment,4,2,2,2,3620,4.79,4.69,4.72,4.62,4.82,4.72,4.85,39,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.15135E+18,Pune,Unknown,18.55339,73.96607,Entire Home,Entire apartment,4,2,2,2,4700,4.88,4.42,4.87,4.69,4.82,4.84,4.91,67,1,Premium,4.75-5.0,Medium,Available >30 Days
1.15868E+18,Pimpri-Chinchwad,Unknown,18.60795,73.79177,Entire Home,Entire apartment,2,1,1,1,1647,4.7,4.3,4.74,4.48,4.67,4.7,4.74,27,1,Budget,4.5-4.75,Small,Available >30 Days
1.41286E+18,Pune,Unknown,18.6335,73.8156,Entire Home,Entire apartment,4,2,2,2,2393,5,4.92,5,4.92,5,5,5,13,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.41351E+18,Pune,Unknown,18.49028,73.78432,Private Room,Private room in earthen home,2,1,1,1,2221,5,5,5,4.88,5,5,5,8,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.41725E+18,Pune,Pallod Farms,18.55633494,73.79187639,Entire Home,Entire rental unit,3,1,1,1,2470,4.75,4.83,4.67,4.63,4.71,4.88,4.96,24,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.53027E+18,Pune,Shivneri Park,18.56911912,73.78013835,Entire Home,Entire rental unit,4,2,2,2,3122,4.75,5,4.5,4.5,4.75,4.75,5,4,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.53753E+18,Pune,Unknown,18.52840863,73.93161622,Entire Home,Entire rental unit,7,2,2,2,4657,4.5,4.75,4.75,4.75,4.67,4.75,4.92,12,1,Premium,4.0-4.5,Large,Available >30 Days
1.61158E+18,Pune,Unknown,18.57653,73.91452,Entire Home,Entire rental unit,2,1,1,1,4378,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Small,Available >30 Days
1.61163E+18,Pune,Unknown,18.57642,73.91472,Entire Home,Entire rental unit,2,1,1,1,4378,4.5,4.5,4,4,3,5,5,2,1,Premium,4.0-4.5,Small,Available >30 Days
1.61289E+18,Pimpri-Chinchwad,Punawale,18.62805,73.74527,Entire Home,Entire rental unit,3,1.5,1,1,2438,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.61382E+18,Pune,Unknown,18.5531,73.9367,Entire Home,Entire rental unit,4,1,1,1,3215,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.61459E+18,Pimpri-Chinchwad,Tathawade,18.61311202,73.7441277,Entire Home,Entire rental unit,3,1,1,1,1929,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
34198681,Pune,Unknown,18.50952,73.82841,Private Room,Private room in rental unit,2,1,1,1,2170,4.65,4.81,4.44,4.52,4.65,4.8,4.78,54,1,Mid-Range,4.5-4.75,Small,Available >30 Days
37248737,Pune,Blue Ridge Town,18.5815,73.7364,Private Room,Private room in home,2,1,1,1,1885,4.59,4.93,4.41,4.52,4.59,4.33,4.56,27,1,Budget,4.5-4.75,Small,Available >30 Days
9.57552E+17,Pune,Unknown,18.5694,73.906,Entire Home,Entire rental unit,2,1,1,1,4092,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Small,Available >30 Days
9.65018E+17,Pune,Unknown,18.5638,73.96208,Entire Home,Entire rental unit,2,1,1,1,3974,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
9.70053E+17,Pune,Unknown,18.5845,73.72513,Private Room,Private room in apartment,2,1,1,1,1519,4.66,4.71,4.46,4.4,4.77,4.66,4.71,35,1,Budget,4.5-4.75,Small,Available >30 Days
1.23016E+18,Pune,Gahunje,18.67497,73.7072,Entire Home,Entire rental unit,3,1,1,1,2635,4.61,4.73,4.51,4.53,4.71,4.75,4.6,75,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.23082E+18,Pune,Unknown,18.54185,73.89098,Private Room,Private room in rental unit,2,1,1,1,1150,4.63,4.81,4.44,4.63,4.63,4.88,4.81,16,1,Budget,4.5-4.75,Small,Available >30 Days
1.24268E+18,Pune,Unknown,18.47105,73.90093,Entire Home,Entire bungalow,4,2,2,2,6000,5,4.75,4.75,4.75,4.5,5,5,4,1,Premium,4.75-5.0,Medium,Available >30 Days
1.24698E+18,Pune,Unknown,18.54944,73.94405,Hotel,Room in hotel,2,1,1,1,1296,3,2.67,2.33,3,3,2.67,3,3,1,Budget,Below 3,Small,Available >30 Days
1.39528E+18,Hinjawadi,Maan,18.5688,73.7219,Private Room,Private room in rental unit,2,1,1,1,1507,4.81,4.55,4.89,4.72,4.78,4.85,4.86,108,1,Budget,4.75-5.0,Small,Available >30 Days
1.39603E+18,Pimpri-Chinchwad,Punawale,18.62152431,73.73740074,Private Room,Private room in rental unit,2,1,1,1,3406,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.39831E+18,Pune,Unknown,18.52476582,73.95578781,Entire Home,Entire apartment,3,1,1,1,1776,4.6,3.8,4.6,4.4,4,4.4,4.4,5,1,Budget,4.5-4.75,Medium,Available >30 Days
1.40227E+18,Pimpri-Chinchwad,Unknown,18.61484928,73.70904663,Entire Home,Entire apartment,5,1,1,1,4116,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Medium,Available >30 Days
1.40325E+18,Wardade,Vaswewadi,18.37773631,73.70872332,Entire Home,Entire home,5,2,1,1,2293,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.51146E+18,Pune,Unknown,18.51805086,73.94927437,Hotel,Room in boutique hotel,2,1,1,1,1783,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.51666E+18,Pune,Balewadi Phata,18.56343,73.78286,Private Room,Private room in guest house,4,1,1,1,3406,2,4,3,2,3,4,4,1,1,Mid-Range,Below 3,Medium,Available >30 Days
24898339,Pune,Unknown,18.5406,73.8974,Private Room,Private room in townhouse,2,1,1,1,2806,4.91,4.97,4.84,4.81,4.88,4.94,4.94,67,1,Mid-Range,4.75-5.0,Small,Available >30 Days
30087847,Pune,Unknown,18.56333,73.83279,Shared Room,Shared room in guest house,2,1,4,4,923,4.83,4.87,4.39,4.61,4.61,4.96,4.91,23,1,Budget,4.75-5.0,Small,Available >30 Days
30302838,Pune,Unknown,18.5502,73.9434,Serviced Apartment,Entire serviced apartment,7,2,2,2,4556,4.57,4.71,4.29,4.57,4.71,5,4.86,7,1,Premium,4.5-4.75,Large,Available >30 Days
31293804,Pune,Unknown,18.5574,73.8025,Entire Home,Entire apartment,6,3,3,3,8185,4.92,4.89,4.75,4.75,4.92,4.94,5,36,1,Luxury,4.75-5.0,Large,Available >30 Days
32000731,Pune,Gulmohar colony,18.5894,73.7802,Entire Home,Entire rental unit,4,2.5,1,1,1777,4.79,4.67,4.67,4.69,4.75,4.89,4.88,110,1,Budget,4.75-5.0,Medium,Available >30 Days
8.7416E+17,Pimpri-Chinchwad,Tathawade,18.6122,73.7444,Entire Home,Entire rental unit,3,1,1,1,2286,4.75,4.75,4.75,4.75,5,5,5,4,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
8.74233E+17,Pimpri-Chinchwad,Tathawade,18.6111,73.74473,Entire Home,Entire rental unit,3,1,1,1,1942,4.2,4.33,4,3.93,4.53,4.67,4.67,15,1,Budget,4.0-4.5,Medium,Available >30 Days
8.77034E+17,Pune,Unknown,18.5019,73.9196,Private Room,Private room in rental unit,4,1,1,1,1447,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
8.78033E+17,Pune,Unknown,18.48149,73.80452,Entire Home,Camper van/Motorhome,6,1,2,2,14194,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
8.83081E+17,Pune,Gahunje,18.6622,73.7081,Entire Home,Entire rental unit,2,1,1,1,3536,4.91,4.89,4.94,4.85,4.98,4.96,4.94,47,1,Mid-Range,4.75-5.0,Small,Available >30 Days
8.95274E+17,Pune,Unknown,18.59786,73.90456,Private Room,Private room in apartment,4,1.5,1,1,2118,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
8.955E+17,Pune,Unknown,18.5026,73.93104,Private Room,Private room in apartment,1,1,1,1,1209,4.82,4.71,4.82,4.77,4.8,4.91,4.92,91,1,Budget,4.75-5.0,Small,Available >30 Days
1.08979E+18,Pune,Unknown,18.55604,73.94958,Private Room,Private room in rental unit,8,2,2,2,3742,4.88,5,4.75,4.75,5,5,5,8,1,Mid-Range,4.75-5.0,Large,Available >30 Days
1.10208E+18,Pune,Unknown,18.53946,73.90173,Entire Home,Entire rental unit,2,1,1,1,2630,4.79,4.67,4.79,4.57,4.72,4.77,4.84,109,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.1033E+18,Pune,Unknown,18.5466,73.7792,Entire Home,Entire rental unit,4,1,1,1,3533,4.79,4.89,4.79,4.79,4.84,4.95,4.74,19,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.32893E+18,Pune,Shivneri Park,18.5696,73.7797,Private Room,Private room in guest house,3,1,1,1,5671,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Medium,Available >30 Days
1.3377E+18,Pune,Unknown,18.54999,73.95147,Entire Home,Entire rental unit,3,1,1,1,3644,4.83,4.83,4.87,4.73,4.87,4.87,4.87,30,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.33889E+18,Pune,Unknown,18.5567,73.96,Private Room,Private room in rental unit,1,1,1,1,1474,5,5,5,5,5,5,5,7,1,Budget,4.75-5.0,Small,Available >30 Days
1.47692E+18,Pune,Unknown,18.5412,73.9225,Entire Home,Entire rental unit,3,1,1,1,2104,4.47,4.6,4.6,4.47,4.4,4.6,4.4,15,1,Mid-Range,4.0-4.5,Medium,Available >30 Days
1.48002E+18,Pune,Gahunje,18.66504305,73.70846975,Entire Home,Entire rental unit,2,1,1,1,3742,5,5,4.78,5,5,5,5,9,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.48108E+18,Pune,Unknown,18.60195,73.91877,Entire Home,Entire apartment,4,1.5,2,2,3760,4.82,4.3,4.82,4.76,4.7,4.73,4.76,33,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.48117E+18,Phursungi,Unknown,18.4908173,73.95374421,Entire Home,Entire rental unit,2,2,1,1,1682,5,5,5,5,5,5,5,1,1,Budget,4.75-5.0,Small,Available >30 Days
1.54867E+18,Pune,Unknown,18.54216,73.88664,Entire Home,Entire rental unit,2,1,1,1,2822,5,4,4,3,4,5,3,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.55008E+18,Pune,Maan,18.57664,73.72158,Entire Home,Entire rental unit,5,2,2,2,3656,4.63,4.63,4.13,4.63,4.63,4.88,4.88,8,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.55065E+18,Pimpri-Chinchwad,Unknown,18.6025,73.7664,Private Room,Private room in home,2,1,1,1,1087,5,5,5,5,5,5,5,1,1,Budget,4.75-5.0,Small,Available >30 Days
1.55123E+18,Pimpri-Chinchwad,Gahunje,18.66173377,73.70678465,Entire Home,Entire rental unit,3,1,1,1,2235,4.33,5,4.33,4.33,4.33,5,5,3,1,Mid-Range,4.0-4.5,Medium,Available >30 Days
1.61602E+18,Pune,Unknown,18.60074906,73.73945218,Entire Home,Entire rental unit,2,1,1,1,2089,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.61796E+18,Pune,Unknown,18.59486098,73.93871502,Hotel,Room in boutique hotel,2,1,1,1,1376,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.61803E+18,Pune,Marunji,18.60458,73.72566,Hotel,Room in hotel,2,1,1,1,1362,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
52772682,Pune,Unknown,18.55115,73.96518,Private Room,Private room in villa,16,1.5,1,1,2384,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Large,Available >30 Days
9.83096E+17,Pune,Unknown,18.57689,73.90691,Private Room,Private room in rental unit,3,1,1,1,2923,4.5,4.75,4.5,4.5,4.5,4.63,4.63,8,1,Mid-Range,4.0-4.5,Medium,Available >30 Days
9.91862E+17,Pune,Unknown,18.52803,73.79188,Private Room,Private room in serviced apartment,2,1,1,1,3391,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.01919E+18,Pune,Shivneri Park,18.56671,73.77996,Private Room,Private room in home,2,1,1,1,2571,4.67,4.67,4.67,4.67,4.67,4.67,4.67,3,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.28704E+18,Pune,Unknown,18.55293285,73.96772186,Entire Home,Entire apartment,4,2,2,2,4000,4.7,4.07,4.89,4.48,4.81,4.85,4.96,27,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.46018E+18,Pune,Pallod Farms,18.55617721,73.79217918,Hotel,Room in boutique hotel,2,1,1,1,2544,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.46022E+18,Pune,Unknown,18.5538,73.9398,Hotel,Room in hotel,2,1,1,1,1647,4.44,5,4.22,4.44,4.56,5,4.89,9,1,Budget,4.0-4.5,Small,Available >30 Days
1.46171E+18,Pune,Unknown,18.54272,73.787,Entire Home,Entire rental unit,4,1,1,1,4598,5,4.86,5,4.86,5,5,5,7,1,Premium,4.75-5.0,Medium,Available >30 Days
1.46343E+18,Pimpri-Chinchwad,Unknown,18.63374152,73.79241346,Entire Home,Entire cabin,2,1,1,1,1583,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.46372E+18,Pune,Unknown,18.5465,73.7792,Entire Home,Entire rental unit,2,1,1,1,2121,4.57,4.73,4.33,4.5,4.63,4.7,4.73,30,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.54192E+18,Pune,Unknown,18.50703032,73.82342834,Entire Home,Entire rental unit,4,2,2,2,3124,4.83,4.83,4.92,4.5,4.75,4.58,4.75,12,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.54431E+18,Pune,Unknown,18.57607281,73.91373508,Entire Home,Entire rental unit,4,1,1,1,4595,5,5,4.78,4.78,4.89,5,4.89,9,1,Premium,4.75-5.0,Medium,Available >30 Days
1.62224E+18,Pimpri-Chinchwad,Unknown,18.60014,73.7838,Private Room,Private room in bed and breakfast,2,1,2,2,3788,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.62257E+18,Pune,Unknown,18.53746525,73.89789056,Entire Home,Entire rental unit,4,2.5,2,2,5845,5,5,5,5,5,5,5,1,1,Premium,4.75-5.0,Medium,Available >30 Days
1.62388E+18,Pune,Unknown,18.56001798,73.91901783,Hotel,Room in boutique hotel,2,1,1,1,1860,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.62444E+18,Alandi,Alandi,18.67752261,73.90689267,Entire Home,Entire villa,2,1,1,1,1180,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
42219115,Pune,Unknown,18.46879,73.90364,Entire Home,Entire rental unit,4,2,2,2,2662,4.65,4.65,4.5,4.55,4.7,4.95,4.9,20,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
46745583,Pune,Unknown,18.56485,73.7762,Hotel,Room in aparthotel,1,1,1,1,2806,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
12528877,Pune,Balewadi High Street,18.56746,73.77297,Private Room,Private room in home,2,1,1,1,3157,3.33,4.67,4,2.67,3.33,5,5,3,1,Mid-Range,3.0-4.0,Small,Available >30 Days
1.26513E+18,Pune,Balewadi Phata,18.56641309,73.7853398,Entire Home,Entire apartment,3,2,2,2,4268,4.94,4.65,4.76,4.88,4.76,4.94,4.88,17,1,Premium,4.75-5.0,Medium,Available >30 Days
1.34097E+18,Pune,Unknown,18.56323,73.77564,Private Room,Private room in home,4,2,1,1,2806,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.34342E+18,Pune,Shelke Nagar,18.4585,73.8166,Private Room,Private room in bed and breakfast,2,1,1,1,2923,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.34995E+18,Pune,Unknown,18.5320689,73.91434006,Entire Home,Entire rental unit,2,1,1,1,2120,4.69,4.69,4.41,4.52,4.66,4.83,4.79,29,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.35132E+18,Pune,Unknown,18.56737243,73.76551998,Entire Home,Entire rental unit,2,1,1,1,2040,5,5,5,5,5,5,5,3,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.48311E+18,Pune,Unknown,18.548,73.9479,Hotel,Room in hotel,2,1,1,1,2814,5,4,4,4,4,4,5,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.48314E+18,Pune,Unknown,18.54915,73.94812,Hotel,Room in hotel,2,1,1,1,2499,4.8,4.8,4.8,5,5,5,5,5,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.48424E+18,Pune,Unknown,18.56666845,73.91318319,Entire Home,Entire rental unit,2,1,1,1,3310,4.82,4.86,4.82,4.91,4.95,5,4.95,22,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.48492E+18,Pune,Unknown,18.56368198,73.90795279,Entire Home,Entire rental unit,2,1,1,1,2727,4.56,4.78,4.67,4.5,4.72,4.72,4.72,18,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.48528E+18,Pune,Unknown,18.54015326,73.93878189,Entire Home,Entire rental unit,3,1,1,1,2851,4.5,4.8,4.3,4.3,4.5,4.8,4.5,10,1,Mid-Range,4.0-4.5,Medium,Available >30 Days
1.48684E+18,Pune,Unknown,18.5366,73.8986,Entire Home,Entire rental unit,2,1,1,1,3620,4.72,4.84,4.88,4.68,4.84,4.76,4.64,25,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.48724E+18,Pune,Gahunje,18.66194,73.70909,Entire Home,Entire rental unit,5,1,1,1,3040,4.85,4.85,4.46,4.54,4.62,4.85,5,13,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.56826E+18,Pune,Maan,18.58218262,73.72525387,Entire Home,Entire home,3,2,2,2,2806,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.56876E+18,Pune,Unknown,18.53924486,73.89846091,Private Room,Private room in home,2,1,1,1,2965,5,5,5,5,5,5,5,3,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.56877E+18,Pune,Unknown,18.53941,73.89967,Private Room,Private room in home,2,1,1,1,2338,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.57458E+18,Pune,Unknown,18.48465883,73.79761936,Hotel,Room in hotel,2,2,1,1,2850,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.62858E+18,Pune,Unknown,18.64305,73.79882,Entire Home,Entire rental unit,4,2,2,2,3695,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.62912E+18,Pimpri-Chinchwad,Gahunje,18.6675,73.7069,Entire Home,Entire apartment,4,1,1,1,2849,4.6,4.6,4.8,4.8,4.4,4.8,4.8,5,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.63251E+18,Pune,Unknown,18.53290129,73.91366839,Entire Home,Entire rental unit,4,1,1,1,1952,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
1.63333E+18,Pune,Unknown,18.5424,73.9414,Entire Home,Entire rental unit,2,1,1,1,2642,5,5,4.8,5,5,5,5,5,1,Mid-Range,4.75-5.0,Small,Available >30 Days
5.70878E+17,Pune,Unknown,18.54331,73.94091,Entire Home,Entire apartment,4,2,1,1,1402,2,3,1,3,5,5,5,1,1,Budget,Below 3,Medium,Available >30 Days
6.04974E+17,Pune,Unknown,18.58127367,73.88522046,Entire Home,Entire guest house,2,1,1,1,2100,4.75,4.22,4.61,4.61,4.61,4.64,4.83,36,1,Mid-Range,4.5-4.75,Small,Available >30 Days
6.04975E+17,Pune,Unknown,18.58245,73.88402,Entire Home,Entire guest suite,2,1,1,1,1900,4.84,4.38,4.82,4.68,4.82,4.91,4.89,56,1,Budget,4.75-5.0,Small,Available >30 Days
6.14324E+17,Pune,Unknown,18.5491,73.93057,Entire Home,Entire apartment,6,2,2,2,3629,3.56,3.44,3.22,3.44,3.44,3.89,4.33,9,1,Mid-Range,3.0-4.0,Large,Available >30 Days
1.04694E+18,Pune,Unknown,18.57985,73.76477,Hotel,Room in hotel,2,1.5,1,1,1644,3.83,4,3.33,3.92,3.67,4.08,3.83,12,1,Budget,3.0-4.0,Small,Available >30 Days
1.04914E+18,Pune,Unknown,18.56537,73.91584,Private Room,Private room in rental unit,1,1,1,1,3332,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.06582E+18,Pune,Unknown,18.52093,73.9232,Entire Home,Entire apartment,4,2,2,2,5331,4.56,4.44,4.5,4.31,4.5,4.63,4.69,16,1,Premium,4.5-4.75,Medium,Available >30 Days
1.30003E+18,Pune,Unknown,18.52283,73.94099,Private Room,Private room in rental unit,2,1,1,1,2271,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.30255E+18,Pune,Unknown,18.56090944,73.77801366,Private Room,Private room in home,2,1,1,1,1520,4.5,4.71,4.5,4.36,4.5,4.71,4.64,14,1,Budget,4.0-4.5,Small,Available >30 Days
1.30282E+18,Pune,Unknown,18.51264635,73.90782132,Private Room,Private room in rental unit,1,1,1,1,1309,4.77,4.73,4.86,4.77,4.91,4.91,4.82,22,1,Budget,4.75-5.0,Small,Available >30 Days
1.30441E+18,Pune,Unknown,18.49340634,73.86145208,Entire Home,Entire rental unit,3,1,1,1,2120,4.77,4.68,4.75,4.62,4.72,4.78,4.74,69,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.31166E+18,Pune,Unknown,18.54099,73.89104,Private Room,Private room in bed and breakfast,2,1,1,1,1407,4.88,4.9,4.98,4.81,4.79,4.95,4.95,42,1,Budget,4.75-5.0,Small,Available >30 Days
1.46611E+18,Pune,Unknown,18.55065706,73.95156642,Entire Home,Entire rental unit,3,1,1,1,2870,4.71,5,5,5,5,5,5,7,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.47012E+18,Pune,Shivneri Park,18.565,73.7774,Private Room,Private room in bed and breakfast,2,0,1,1,1665,4,4.5,4,3.5,3,4,3.5,2,1,Budget,3.0-4.0,Small,Available >30 Days
1.47184E+18,Pune,Unknown,18.56409057,73.78704632,Hotel,Room in boutique hotel,2,1,1,1,2375,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.56094E+18,Pune,Unknown,18.5759,73.9143,Entire Home,Entire apartment,4,1,1,1,2935,4.9,4.85,5,4.9,4.9,4.95,4.95,20,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
48237791,Pune,Unknown,18.55847,73.92939,Serviced Apartment,Entire serviced apartment,3,1.5,1,1,3500,3.94,4.25,4.13,3.69,3.94,4.31,3.94,16,1,Mid-Range,3.0-4.0,Medium,Available >30 Days
50239075,Pune,Unknown,18.59502,73.90297,Entire Home,Entire apartment,4,1.5,2,2,1500,4.83,4.63,4.74,4.8,4.91,4.83,4.91,35,1,Budget,4.75-5.0,Medium,Available >30 Days
1.07737E+18,Pune,Balewadi Phata,18.565,73.7817,Entire Home,Entire rental unit,4,2,2,2,4440,4.36,4.73,4.27,4.45,4.55,4.73,4.73,11,1,Premium,4.0-4.5,Medium,Available >30 Days
1.08599E+18,Pune,Unknown,18.55128,73.94137,Entire Home,Entire apartment,2,1,1,1,1910,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.08757E+18,Pune,Unknown,18.5398,73.8968,Private Room,Private room in home,2,1,1,1,1262,4.69,4.83,4.51,4.51,4.63,4.77,4.8,35,1,Budget,4.5-4.75,Small,Available >30 Days
1.32114E+18,Pune,Unknown,18.5462,73.7793,Entire Home,Entire rental unit,2,1,1,1,2453,4.17,4.5,4.5,4.17,4.33,4.33,4.5,6,1,Mid-Range,4.0-4.5,Small,Available >30 Days
1.4483E+18,Pune,Balewadi High Street,18.56879,73.77196,Hotel,Room in hotel,2,1,1,1,2338,5,5,5,5,5,5,5,2,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.44911E+18,Khadakwadi,Unknown,18.41708,73.71645,Private Room,Private room in home,3,2,2,2,3088,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.44922E+18,Khadakwadi,Unknown,18.41646,73.71812,Entire Home,Entire home,3,1,1,1,2487,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
