Airbnb_ListingID,City,Neighbourhood,Lat,Lng,RoomType_Clean,RoomAndPropertyType,PersonCapacity,Bathrooms,Bedrooms,Beds,BasicNightPrice,StarRating,LocationRating,CleanlinessRating,ValueRating,AccuracyRating,CheckinRating,CommunicationRating,ReviewCount,AvailableMoreThan30Days,PriceCategory,RatingBand,PropertySize,AvailabilityStatus
1.00127E+18,Pimpri-Chinchwad,Tathawade,18.6131798,73.74503577,Entire Home,Entire rental unit,3,1,1,1,1947,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
1.01282E+18,Pune,Unknown,18.4948,73.8365,Entire Home,Entire rental unit,5,2,2,2,4794,4.88,4.69,4.91,4.81,4.88,4.94,4.94,32,1,Premium,4.75-5.0,Medium,Available >30 Days
1.28324E+18,Pune,Gahunje,18.67365041,73.70619981,Entire Home,Entire rental unit,3,1,1,1,2794,4.88,4.97,4.88,4.88,4.91,5,4.94,33,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.28897E+18,Pune,Unknown,18.55467519,73.96922817,Entire Home,Entire apartment,4,2,2,2,4230,4.95,4.4,4.93,4.79,4.86,4.9,4.86,42,1,Premium,4.75-5.0,Medium,Available >30 Days
1.29249E+18,Pune,Unknown,18.45931831,73.82113955,Entire Home,Entire apartment,2,1,1,1,4335,5,4.67,5,4.67,5,5,5,3,1,Premium,4.75-5.0,Small,Available >30 Days
1.29379E+18,Pune,Unknown,18.5188,73.9327,Entire Home,Entire rental unit,4,2,2,2,3508,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.29559E+18,Pune,Unknown,18.5461,73.7791,Entire Home,Entire apartment,2,1,1,1,2722,4.87,4.95,4.84,4.71,4.84,4.95,5,38,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.29866E+18,Pune,Shivneri Park,18.56989906,73.77891681,Hotel,Room in hotel,2,1,1,1,5677,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Small,Available >30 Days
1.46006E+18,Pimpri-Chinchwad,Unknown,18.68026,73.78825,Hotel,Room in boutique hotel,2,1,1,1,1344,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.46288E+18,Pune,Unknown,18.53403429,73.89740574,Entire Home,Entire rental unit,2,1,1,1,2450,4.24,4.67,4.48,4.33,4.43,4.67,4.62,21,1,Mid-Range,4.0-4.5,Small,Available >30 Days
1.4657E+18,Pune,Unknown,18.52335,73.96302,Entire Home,Entire rental unit,3,1,1,1,1788,4.71,4,4.41,4.71,4.53,4.71,4.71,17,1,Budget,4.5-4.75,Medium,Available >30 Days
1.53961E+18,Pune,Blue Ridge Town,18.57878,73.73839,Entire Home,Entire rental unit,2,1,1,1,2170,3,3,3,3,3,2.5,3,2,1,Mid-Range,Below 3,Small,Available >30 Days
1.54094E+18,Pune,Unknown,18.56755,73.91345,Entire Home,Entire home,14,3,3,3,5323,4.33,5,4,4.33,4.33,5,5,3,1,Premium,4.0-4.5,Large,Available >30 Days
1.54565E+18,Gorhe Bk.,Gorhe,18.4166,73.758,Private Room,Private room in home,2,1,1,1,1754,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.54568E+18,Pune,Unknown,18.5411,73.9225,Entire Home,Entire rental unit,3,1,1,1,1988,4.84,4.76,4.78,4.84,4.86,4.86,4.84,37,1,Budget,4.75-5.0,Medium,Available >30 Days
1.62185E+18,Pimpri-Chinchwad,Nande,18.5705775,73.72813309,Entire Home,Entire rental unit,8,2,3,3,9652,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.62245E+18,Pimpri-Chinchwad,Punawale,18.6288,73.7451,Entire Home,Entire home,3,1,1,1,1833,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
1.62391E+18,Pune,Unknown,18.56405206,73.83034087,Hotel,Room in boutique hotel,2,1,1,1,1203,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
42470906,Pune,Unknown,18.39598,73.76198,Entire Home,Entire villa,16,4.5,4,4,10371,2,4,2,1,2,5,4,1,1,Luxury,Below 3,Large,Available >30 Days
46743273,Pune,Shivneri Park,18.56479,73.77728,Hotel,Room in aparthotel,2,1,1,1,3976,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
46745655,Pune,Balewadi Phata,18.56497,73.77746,Hotel,Room in aparthotel,2,1,1,1,3976,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
47129578,Pune,Unknown,18.54988,73.94141,Serviced Apartment,Entire serviced apartment,3,1.5,1,1,3500,4,4,4,3.5,3.75,4,4,4,1,Mid-Range,3.0-4.0,Medium,Available >30 Days
1.25567E+18,Pimpri-Chinchwad,Blue Ridge Town,18.5784,73.7408,Private Room,Private room in rental unit,2,1,1,1,2104,4.97,5,5,4.88,4.94,5,5,33,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.34055E+18,Pune,Unknown,18.5415,73.9222,Entire Home,Entire rental unit,2,1,1,1,3048,4.83,4.73,4.73,4.73,4.93,4.8,4.93,40,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.35079E+18,Pune,Pallod Farms,18.55599511,73.79956432,Entire Home,Entire rental unit,5,2,2,2,3570,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.48267E+18,Pune,Unknown,18.58,73.8946,Hotel,Room in hotel,2,1,1,1,2280,1,1,1,1,1,3,1,1,1,Mid-Range,Below 3,Small,Available >30 Days
1.48304E+18,Pune,Unknown,18.5801,73.8946,Hotel,Room in hotel,2,1,1,1,2556,4.83,4.67,4.67,4.67,4.5,5,4.5,6,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.48311E+18,Pune,Unknown,18.54708,73.94701,Hotel,Room in hotel,2,0,1,1,3090,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.4869E+18,Pune,Unknown,18.5423,73.8904,Private Room,Private room in rental unit,2,1,1,1,1452,4.64,4.91,4.73,4.55,4.64,4.64,4.82,11,1,Budget,4.5-4.75,Small,Available >30 Days
1.48746E+18,Pune,Balewadi High Street,18.5726,73.7722,Private Room,Private room in bed and breakfast,2,1,1,1,2198,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.56997E+18,Pune,Gahunje,18.67408,73.70616,Entire Home,Entire rental unit,2,1,1,1,3257,5,5,5,5,5,5,5,2,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.57078E+18,Pune,Unknown,18.4757,73.8265,Entire Home,Entire home,5,3,3,3,3286,4.75,5,5,5,4.75,4.75,5,4,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.57123E+18,Pune,Unknown,18.57660268,73.91377607,Entire Home,Entire rental unit,4,1,1,1,3318,4,4.5,3,4,4,5,3.5,2,1,Mid-Range,3.0-4.0,Medium,Available >30 Days
1.57444E+18,Pune,Mhalunge,18.57853171,73.75446576,Private Room,Private room in rental unit,2,1,1,1,3406,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.5747E+18,Pune,Balewadi Phata,18.56646,73.78735,Entire Home,Entire rental unit,9,3.5,3,3,6106,3,4.5,4,3,3.5,3,3,2,1,Premium,Below 3,Large,Available >30 Days
1.57471E+18,Pune,Unknown,18.5415,73.9224,Entire Home,Entire apartment,2,1,1,1,2380,4.63,4.47,4.74,4.79,4.79,4.79,4.74,19,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.62876E+18,Pune,Unknown,18.65091,73.72686,Entire Home,Entire rental unit,6,3,3,3,3402,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Large,Available >30 Days
1.62907E+18,Pune,Unknown,18.5464,73.7792,Entire Home,Entire rental unit,2,1,1,1,2670,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.63262E+18,Pune,Unknown,18.56762015,73.76545608,Entire Home,Entire rental unit,3,1,1,1,2252,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
5.75782E+17,Pune,Samarth Colony,18.5529,73.77623,Hotel,Room in hotel,2,1,1,1,1771,4.45,4.59,4.41,4.32,4.41,4.55,4.73,22,1,Budget,4.0-4.5,Small,Available >30 Days
5.83044E+17,Pune,Unknown,18.5947,73.9687,Private Room,Private room in apartment,2,2.5,1,1,2454,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
6.05389E+17,Pune,Unknown,18.47007,73.89675,Entire Home,Entire bungalow,4,4,3,3,5847,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Medium,Available >30 Days
6.14174E+17,Pune,Mhalunge,18.55972,73.76155,Private Room,Private room in apartment,2,2,1,1,2315,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.04188E+18,Pune,Unknown,18.54241,73.88674,Entire Home,Entire apartment,3,1,1,1,3240,4.81,4.67,4.83,4.71,4.83,4.76,4.83,90,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.06407E+18,Pimpri-Chinchwad,Blue Ridge Town,18.58104,73.73633,Entire Home,Entire apartment,2,1,1,1,2666,4.86,4.92,4.66,4.79,4.86,4.94,4.95,119,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.06511E+18,Pimpri-Chinchwad,Unknown,18.64623703,73.80511525,Entire Home,Entire rental unit,4,2,2,2,3377,4,4.5,4.75,4.5,3.75,4.75,5,4,1,Mid-Range,3.0-4.0,Medium,Available >30 Days
1.30216E+18,Pune,Gahunje,18.6622,73.7081,Entire Home,Entire rental unit,3,1,1,1,4428,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Medium,Available >30 Days
1.30689E+18,Pune,Unknown,18.5132,73.9336,Private Room,Private room in serviced apartment,2,4,3,3,1768,4.93,4.64,4.71,4.64,4.71,4.86,4.93,14,1,Budget,4.75-5.0,Small,Available >30 Days
1.46957E+18,Pune,Unknown,18.55354808,73.95248858,Entire Home,Entire apartment,2,1,1,1,2988,4.69,4.41,4.67,4.69,4.74,4.95,4.72,39,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.47154E+18,Pune,Unknown,18.52598557,73.85212339,Hotel,Room in boutique hotel,2,1,1,1,2918,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.47162E+18,Pune,Unknown,18.51790642,73.94913361,Hotel,Room in boutique hotel,2,1,1,1,1928,1,4,1,1,1,1,1,1,1,Budget,Below 3,Small,Available >30 Days
1.47184E+18,Pune,Unknown,18.60088,73.7323,Hotel,Room in boutique hotel,2,1,1,1,1919,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.55799E+18,Dattwadi,Tathawade,18.61335686,73.74412395,Entire Home,Entire rental unit,4,1,1,1,1737,4.75,4,4.75,4.75,4.75,4.75,4.75,4,1,Budget,4.5-4.75,Medium,Available >30 Days
1.55844E+18,Pune,Unknown,18.56997099,73.90926307,Entire Home,Entire apartment,4,2,2,2,4319,5,5,5,5,5,4.89,5,9,1,Premium,4.75-5.0,Medium,Available >30 Days
1.62599E+18,Pune,Unknown,18.47249932,73.82159822,Hotel,Room in boutique hotel,2,1,1,1,2353,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
48048670,Pune,Unknown,18.5399,73.90022,Private Room,Private room in home,2,1,1,1,2551,5,5,4.86,4.86,5,5,5,7,1,Mid-Range,4.75-5.0,Small,Available >30 Days
49782261,Pune,Unknown,18.5506,73.77022,Serviced Apartment,Entire serviced apartment,2,1,1,1,2345,4.48,4.41,4.3,4.33,4.48,4.67,4.59,27,1,Mid-Range,4.0-4.5,Small,Available >30 Days
50557332,Pune,Unknown,18.5493,73.91481,Private Room,Private room in bungalow,7,3,3,3,4677,5,5,5,5,5,5,5,1,1,Premium,4.75-5.0,Large,Available >30 Days
1.07164E+18,Donaje,Unknown,18.3974,73.7709,Other,Farm stay,10,4,5,5,5578,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Large,Available >30 Days
1.08337E+18,Pune,Unknown,18.53545,73.89565,Entire Home,Entire rental unit,4,1,1,1,3507,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.3165E+18,Pune,Unknown,18.5654,73.9167,Private Room,Private room in rental unit,2,1,1,1,2500,3.75,4.25,3.5,3.75,4,4.5,4.5,4,1,Mid-Range,3.0-4.0,Small,Available >30 Days
1.31658E+18,Pune,Unknown,18.5655,73.9167,Private Room,Private room in rental unit,2,1,1,1,2300,3.86,4.14,3.79,3.64,3.79,4.29,4.07,14,1,Mid-Range,3.0-4.0,Small,Available >30 Days
1.4492E+18,Khadakwadi,Unknown,18.41821,73.71669,Entire Home,Entire villa,16,7,6,6,29239,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.45192E+18,Pune,Unknown,18.5901002,73.96177411,Private Room,Private room in home,2,1,1,1,1886,4,2,5,4,4,5,5,1,1,Budget,3.0-4.0,Small,Available >30 Days
1.45545E+18,Pune,Gahunje,18.6608,73.7105,Entire Home,Entire rental unit,5,1,1,1,2727,5,4.88,4.91,4.81,4.91,4.97,4.97,32,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.57809E+18,Pune,Lavale,18.51764,73.72856,Entire Home,Entire rental unit,7,4,4,4,4600,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Large,Available >30 Days
1.57894E+18,Pune,Unknown,18.56541806,73.91140911,Private Room,Private room in home,2,2,2,2,4565,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2,1,Premium,4.0-4.5,Small,Available >30 Days
1.63814E+18,Pune,Unknown,18.5415,73.9225,Entire Home,Entire rental unit,2,1,1,1,1988,5,5,5,5,5,4.5,5,2,1,Budget,4.75-5.0,Small,Available >30 Days
1.63894E+18,Pune,Unknown,18.51463,73.94575,Entire Home,Entire rental unit,4,2,2,2,5432,5,5,5,5,5,5,5,1,1,Premium,4.75-5.0,Medium,Available >30 Days
1.64102E+18,Pune,Unknown,18.54204622,73.92308709,Entire Home,Entire rental unit,4,1,1,1,2553,5,5,5,5,5,5,5,1,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.6411E+18,Pune,Kalyani Nagar,18.55213961,73.90622852,Entire Home,Entire rental unit,3,1,1,1,2338,1,4,1,1,2,3,4,1,1,Mid-Range,Below 3,Medium,Available >30 Days
1.64182E+18,Pune,Unknown,18.5119,73.8518,Entire Home,Entire rental unit,6,2,2,2,7600,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.21506E+18,Pune,Unknown,18.57112,73.90381,Private Room,Private room in bed and breakfast,2,1.5,1,1,1124,4.26,4.21,4.42,4.32,4.42,4.68,4.63,19,1,Budget,4.0-4.5,Small,Available >30 Days
12154657,Pune,Unknown,18.58856,73.72534,Entire Home,Entire rental unit,4,2.5,3,3,3273,3.5,3.5,3.5,3.5,2.5,3.5,2.5,2,1,Mid-Range,3.0-4.0,Medium,Available >30 Days
1.22674E+18,Pune,Balewadi Phata,18.5645,73.7838,Private Room,Private room in bed and breakfast,2,1,1,1,1620,4.5,4.38,4.63,4.44,4.5,4.63,4.63,16,1,Budget,4.0-4.5,Small,Available >30 Days
1.35871E+18,Pune,Gahunje,18.66286743,73.70966839,Entire Home,Entire rental unit,2,1,1,1,2750,4.82,4.82,4.82,4.82,4.82,4.82,4.82,11,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.35948E+18,Pune,Bavdhan,18.5076,73.7684,Entire Home,Entire rental unit,6,2,2,2,4081,4.75,4.63,4.88,4.75,4.75,5,5,8,1,Premium,4.5-4.75,Large,Available >30 Days
1.36082E+18,Pune,Unknown,18.5462,73.7792,Entire Home,Entire rental unit,2,1,1,1,2250,4.71,4.79,4.61,4.5,4.74,4.87,4.87,38,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.49918E+18,Pune,Unknown,18.57616,73.9138,Entire Home,Entire apartment,2,1,1,1,2922,4.73,4.83,4.67,4.63,4.8,4.9,4.87,30,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.49985E+18,Pune,Unknown,18.57508054,73.91410793,Entire Home,Entire rental unit,2,1,1,1,2596,4.78,4.78,4.72,4.72,4.89,4.89,4.72,18,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.50207E+18,Pune,Unknown,18.548,73.9479,Hotel,Room in hotel,2,1,1,1,2875,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.5036E+18,Pune,Unknown,18.57702,73.91367,Entire Home,Entire rental unit,3,1,1,1,4034,5,5,5,4.89,5,4.94,4.94,18,1,Premium,4.75-5.0,Medium,Available >30 Days
1.64271E+18,Pune,Balewadi High Street,18.5708,73.7747,Shared Room,Shared room in rental unit,4,2,1,1,1403,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
1.64292E+18,Pune,Unknown,18.62426036,73.80228262,Entire Home,Entire villa,2,1,1,1,1088,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.64421E+18,Pune,Unknown,18.51214,73.82867,Private Room,Private room in bed and breakfast,2,2,1,1,4677,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Small,Available >30 Days
1.64467E+18,Pune,Manjari,18.5115,73.9676,Serviced Apartment,Entire serviced apartment,4,1,1,1,1105,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Medium,Available >30 Days
1.64623E+18,Pune,Unknown,18.52939,73.91353,Entire Home,Entire rental unit,4,1,1,1,1798,5,5,5,5,5,5,5,4,1,Budget,4.75-5.0,Medium,Available >30 Days
1.6471E+18,Pune,Gahunje,18.6745,73.7065,Entire Home,Entire rental unit,4,1,1,1,2775,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
6.33782E+17,Pune,Shivneri Park,18.567,73.7778,Hotel,Room in hotel,2,1,1,1,2099,4.2,4.2,4.5,4.3,4.2,4.6,4.5,10,1,Mid-Range,4.0-4.5,Small,Available >30 Days
6.3516E+17,Pune,Shivneri Park,18.56645,73.77825,Hotel,Room in hotel,2,1,1,1,2099,5,5,5,5,5,5,5,2,1,Mid-Range,4.75-5.0,Small,Available >30 Days
6.3975E+17,Pune,Shivneri Park,18.568,73.77721,Hotel,Room in hotel,2,1,1,1,1800,4.61,4.55,4.63,4.5,4.5,4.66,4.74,38,1,Budget,4.5-4.75,Small,Available >30 Days
6.41065E+17,Pune,Unknown,18.4698,73.9025,Entire Home,Entire apartment,4,2,1,1,2952,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
6.4495E+17,Pune,Unknown,18.57335,73.91446,Entire Home,Entire apartment,4,2,1,1,2841,4.97,4.94,4.83,4.86,4.95,4.99,4.94,143,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.11607E+18,Pune,Unknown,18.53624258,73.8869073,Entire Home,Entire rental unit,2,1,1,1,2586,4.73,4.73,4.66,4.63,4.74,4.83,4.8,110,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.11752E+18,Pune,Samarth Colony,18.55798,73.7744,Private Room,Private room in home,2,1,1,1,1800,3,3,3,3,3,3,3,2,1,Budget,Below 3,Small,Available >30 Days
1.13597E+18,Pune,Unknown,18.5537,73.9397,Serviced Apartment,Entire serviced apartment,3,1,1,1,2974,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.136E+18,Pune,Unknown,18.5538,73.9393,Serviced Apartment,Entire serviced apartment,4,1,1,1,4080,4.67,4.67,5,5,5,4.67,5,3,1,Premium,4.5-4.75,Medium,Available >30 Days
1.38453E+18,Pune,Unknown,18.54492307,73.7783774,Entire Home,Entire rental unit,2,1,1,1,2922,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.39466E+18,Pune,Unknown,18.59677838,73.90560397,Private Room,Private room in home,4,2,2,2,4443,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Medium,Available >30 Days
1.50927E+18,Pimpri-Chinchwad,Unknown,18.60087442,73.75612001,Private Room,Private room in rental unit,2,1.5,1,1,2292,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.51026E+18,Pune,Vasantdada Sugar Institute Colony,18.52502678,73.95819065,Entire Home,Entire apartment,2,1,1,1,2023,4.93,4.5,4.86,4.79,4.89,5,5,28,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.58848E+18,Pune,Unknown,18.57286435,73.77680552,Entire Home,Entire rental unit,4,2,2,2,5152,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Medium,Available >30 Days
1.58975E+18,Pune,Unknown,18.5303,73.91258,Entire Home,Entire rental unit,2,1,1,1,1810,3,2,2.5,2,3,3.5,4,2,1,Budget,Below 3,Small,Available >30 Days
1.59138E+18,Pune,Unknown,18.57569311,73.90215932,Entire Home,Entire apartment,2,1,1,1,2501,5,4.67,5,4.83,5,5,5,6,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.64928E+18,Pune,Unknown,18.5417171,73.88898362,Private Room,Private room in rental unit,2,1,1,1,1335,4.82,4.8,4.77,,,,,0,1,Budget,4.75-5.0,Small,Available >30 Days
1.65077E+18,Pune,Unknown,18.51681413,73.87916948,Entire Home,Entire villa,2,1,1,1,2187,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
8.06248E+17,Pune,Unknown,18.55354,73.95355,Private Room,Private room in guest house,1,1,1,1,3508,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
8.11696E+17,Pune,Unknown,18.56173,73.77974,Entire Home,Entire rental unit,6,2,2,2,2985,4.73,4.68,4.6,4.55,4.65,4.73,4.68,40,1,Mid-Range,4.5-4.75,Large,Available >30 Days
8.16198E+17,Pune,Kalyani Nagar,18.5484,73.899,Entire Home,Entire home,15,3,4,4,9940,4.88,4.95,4.75,4.77,4.86,4.95,4.95,77,1,Luxury,4.75-5.0,Large,Available >30 Days
8.24949E+17,Pune,Unknown,18.5679,73.9143,Entire Home,Entire apartment,4,2,2,2,5921,4.78,4.83,4.69,4.68,4.72,4.97,4.85,87,1,Premium,4.75-5.0,Medium,Available >30 Days
1.16951E+18,Pimpri-Chinchwad,Unknown,18.58458,73.72584,Private Room,Private room in apartment,2,1,1,1,1519,4.42,4.58,4.67,4.58,4.58,4.67,4.75,12,1,Budget,4.0-4.5,Small,Available >30 Days
1.17024E+18,Pune,Unknown,18.57201,73.76955,Serviced Apartment,Entire serviced apartment,12,4,4,4,7016,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.17827E+18,Pune,Ramnagar Colony,18.5248,73.7822,Private Room,Private room in apartment,2,2,3,3,2572,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.18099E+18,Pune,Unknown,18.4510776,73.89846512,Hotel,Room in hotel,2,1,1,1,5845,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Small,Available >30 Days
1.18631E+18,Pimpri-Chinchwad,Mhalunge,18.5768,73.7429,Entire Home,Entire rental unit,3,1,1,1,3420,5,4.87,4.98,4.93,4.99,4.99,4.99,91,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.19031E+18,Dattwadi,Tathawade,18.61166,73.74391,Entire Home,Entire rental unit,3,1,1,1,2271,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.36661E+18,Pune,Unknown,18.5391,73.8976,Entire Home,Entire rental unit,7,2,2,2,6110,4.78,4.89,4.78,4.67,4.78,4.89,5,9,1,Premium,4.75-5.0,Large,Available >30 Days
1.3708E+18,Pune,Prosperity Society,18.48794946,73.82371311,Private Room,Private room in bed and breakfast,2,1,1,1,3788,4.81,4.71,4.81,4.62,4.81,4.9,4.86,21,1,Mid-Range,4.75-5.0,Small,Available >30 Days
1.49338E+18,Pune,Unknown,18.57442913,73.91318997,Entire Home,Entire rental unit,4,1,1,1,3027,4.92,4.85,4.9,4.79,4.85,4.98,4.92,48,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.49408E+18,Pune,Bhukum,18.4914,73.7241,Entire Home,Entire apartment,5,2,2,2,2455,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.49542E+18,Pimpri-Chinchwad,Unknown,18.5883,73.8007,Entire Home,Entire rental unit,10,3,3,3,5262,4.82,4.8,4.77,,,,,0,1,Premium,4.75-5.0,Large,Available >30 Days
1.5616E+18,Pune,Unknown,18.57098,73.95306,Entire Home,Entire rental unit,2,1,1,1,931,3.5,4,3.5,4,4,4.5,5,2,1,Budget,3.0-4.0,Small,Available >30 Days
1.56213E+18,Pune,Gahunje,18.6745,73.7065,Entire Home,Entire apartment,3,1,1,1,4794,4.96,4.96,4.93,4.82,4.96,4.93,4.96,28,1,Premium,4.75-5.0,Medium,Available >30 Days
1.56214E+18,Pune,Unknown,18.41042505,73.70270736,Entire Home,Entire villa,8,3,3,3,12960,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.56317E+18,Pune,Chakankar Mala,18.567,73.7818,Entire Home,Entire home,6,3,3,3,9831,4.96,4.79,4.67,4.88,4.83,4.88,4.92,24,1,Luxury,4.75-5.0,Large,Available >30 Days
1.56373E+18,Pune,Samarth Colony,18.558,73.7774,Hotel,Room in hotel,2,1,1,1,2338,4,5,5,5,4,5,5,1,1,Mid-Range,3.0-4.0,Small,Available >30 Days
1.63742E+18,Pune,Samarth Colony,18.5584972,73.77419191,Entire Home,Entire rental unit,4,2,2,2,2946,5,4.75,4.5,4.75,4.75,4.75,5,4,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
7.32385E+17,Pune,Unknown,18.55798,73.95653,Serviced Apartment,Entire serviced apartment,8,4,4,4,14602,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.19249E+18,Pune,Unknown,18.5713,73.9063,Hotel,Room in hotel,10,20,20,20,10524,4.82,4.8,4.77,,,,,0,1,Luxury,4.75-5.0,Large,Available >30 Days
1.1963E+18,Pimpri-Chinchwad,Unknown,18.60132,73.79808,Private Room,Private room in rental unit,2,1,1,1,2093,4.71,5,4.57,4.57,4.86,4.86,5,7,1,Mid-Range,4.5-4.75,Small,Available >30 Days
1.19737E+18,Dattwadi,Tathawade,18.61317,73.7452,Entire Home,Entire rental unit,3,1,1,1,2234,4.82,4.8,4.77,,,,,0,1,Mid-Range,4.75-5.0,Medium,Available >30 Days
1.20427E+18,Pune,Unknown,18.54576798,73.77956155,Entire Home,Entire apartment,4,1,1,1,3040,4.72,4.75,4.67,4.59,4.66,4.88,4.86,92,1,Mid-Range,4.5-4.75,Medium,Available >30 Days
1.2074E+18,Pune,Unknown,18.5529,73.9372,Entire Home,Entire rental unit,6,2,2,2,4424,3.67,4,3.33,3.17,3.33,3.67,3.83,6,1,Premium,3.0-4.0,Large,Available >30 Days
1.20763E+18,Pune,Unknown,18.5424,73.8898,Entire Home,Entire rental unit,2,1,1,1,1636,4.7,4.65,4.55,4.65,4.8,4.8,4.9,20,1,Budget,4.5-4.75,Small,Available >30 Days
